key,fname,mname,lname,generation,dob,dod,gender,addr1,city,country,postcode,phone,email,website,ssn,ssn_last4,drlic,passport,gov_id,employ,address,income,debtinc,creddebt,othdebt,pending,default
"REF00000447","Dennis","Frank","Alexander","","1925-10-18",1971-02-01,"M","31 Acacia Crescent","ABWQ City","United States","AB 4181","0 7746","","",404629,4629,899827,764217,639573,7.000000,24.000000,23.000000,4.500000,0.326025,0.708975,"F","Repaid"
"REF00000448","Daniel","Brandon","Sanders","","1948-09-04",1971-03-10,"M","73 Wallsend Close","ABWQ City","United States","AB 5316","0 8000","","",616696,6696,298884,386280,630781,17.000000,4.000000,25.000000,10.200000,1.629450,0.920550,"F","Repaid"
"REF00000449","Phillip","Shawn","Bryant","","1939-02-01",,"M","64 Dumble Drive","YAZC City","United States","YA 1723","0 4022","phillip_bryant@www.sjqyzznw.org","www.sjqyzznw.org",447375,7375,280810,279044,814382,3.000000,6.000000,43.000000,13.200000,3.042336,2.633664,"F","Default"
"REF00000450","Carl","Gregory","Patterson","","1973-03-16",,"M","37 East Way","UWNZ Falls","United States","UW 9685","0 6186","c.patterson@www.qhoazpniz.net","www.qhoazpniz.net",863996,3996,450885,580426,468410,12.000000,10.000000,22.000000,16.400000,1.739056,1.868944,"F","Default"
"REF00000451","Linda","Kathy","Taylor","","1930-01-10",1977-03-10,"F","73 Hastings Way","YAZC City","United States","YA 3213","0 4719","","",594551,4551,367217,829970,360671,1.000000,3.000000,242.000000,2.600000,1.635920,4.656080,"F","Repaid"
"REF00000452","Laura","Emily","Smith","III","1990-12-28",,"F","19 Dumble Avenue","PWMSA City","United States","PW 7738","0 4755","laura_smith@www.dalykvzd.net","www.dalykvzd.net",948560,8560,290696,677213,958288,0.000000,8.000000,22.000000,11.500000,0.650210,1.879790,"F","Repaid"
"REF00000453","Arthur","John","Brown","","1933-11-04",1980-04-16,"M","100 Yockley Lane","LLKJVille","United States","LL 9343","0 6861","","",975815,5815,876042,634558,321189,8.000000,6.000000,39.000000,12.900000,2.560779,2.470221,"F","Repaid"
"REF00000454","Karen","Alice","Morgan","","1947-08-19",1993-05-02,"F","2 Humber Crescent","LLKJVille","United States","LL 7132","0 8883","","",925623,5623,171126,658725,221038,7.000000,2.000000,39.000000,7.900000,1.066026,2.014974,"F","Repaid"
"REF00000455","Judy","Jessica","Cox","","1989-06-26",,"F","59 Chad Avenue","ANEZ City","United States","AN 4869","0 2379","j.cox@www.ezopjgfg.net","www.ezopjgfg.net",437949,7949,799598,130679,602835,0.000000,5.000000,33.000000,16.100000,2.693691,2.619309,"F","Default"
"REF00000456","Debra","Karen","Cooper","","1963-05-14",2003-04-11,"F","78 Cork Crescent","PZYVille","United States","PZ 2715","0 5752","debra_cooper@www.ymyhkonc.com","www.ymyhkonc.com",736277,6277,594303,774460,581046,29.000000,18.000000,17.000000,12.000000,0.303960,1.736040,"F","Repaid"
"REF00000457","James","Bruce","Scott","","1924-05-13",1966-08-02,"M","93 Abbey Drive","KSAATown","United States","KS 7406","0 5251","","",511236,1236,872808,665116,230843,17.000000,4.000000,177.000000,5.900000,0.887655,9.555345,"F","Repaid"
"REF00000458","Janice","Margaret","Rogers","","1925-04-24",1974-11-14,"F","54 Abbey Drive","PZYVille","United States","PZ 5679","0 9814","","",740510,510,222476,434383,754574,19.000000,7.000000,14.000000,17.500000,0.225400,2.224600,"F","Repaid"
"REF00000459","Rose","Jessica","Perez","","1939-11-08",1987-04-03,"F","85 West Way","ANEZ City","United States","AN 2176","0 1322","","",521581,1581,102556,890778,912171,22.000000,4.000000,26.000000,14.300000,1.851564,1.866436,"F","Repaid"
"REF00000460","Bonnie","Kelly","Patterson","","1963-04-20",,"F","15 Abbey Road","PWMSA City","United States","PW 3406","0 2862","bonnie_patterson@www.zhpqdgdo.net","www.zhpqdgdo.net",148297,8297,241605,198621,628233,2.000000,16.000000,19.000000,4.400000,0.336072,0.499928,"F","Repaid"
"REF00000461","Janet","Carolyn","Gonzales","","1980-08-04",,"F","72 Hastings Road","PZYVille","United States","PZ 9170","0 1974","janet_gonzales@www.vrlykhoz.net","www.vrlykhoz.net",681305,1305,750772,215236,253467,9.000000,6.000000,21.000000,4.000000,0.276360,0.563640,"F","Repaid"
"REF00000462","Jose","Roger","King","","1950-06-12",1995-05-25,"M","44 South Avenue","QXYTown","United States","QX 8037","0 7568","","",632388,2388,429034,706024,716013,6.000000,8.000000,21.000000,12.500000,0.488250,2.136750,"F","Default"
"REF00000463","Annie","Patricia","Williams","","1983-05-12",,"F","82 Apple Way","HWAZ Rapids","United States","HW 1404","0 6893","a.williams@www.ozpqdhhe.net","www.ozpqdhhe.net",388253,8253,899202,575835,585439,5.000000,29.000000,28.000000,2.600000,0.121576,0.606424,"F","Repaid"
"REF00000464","Marilyn","Angela","Patterson","","1983-04-09",,"F","69 Wallsend Close","HWAZ Rapids","United States","HW 6038","0 7931","m.patterson@www.nluxqyti.org","www.nluxqyti.org",357133,7133,640295,410054,639711,16.000000,14.000000,30.000000,5.800000,0.602040,1.137960,"F","Repaid"
"REF00000465","Bonnie","Stephanie","Phillips","","1948-03-23",1995-07-20,"F","13 Lombard Close","YAZC City","United States","YA 2328","0 6439","","",945822,5822,157149,538831,679635,12.000000,11.000000,30.000000,22.300000,2.662620,4.027380,"F","Repaid"
"REF00000466","Andrew","Jack","White","","1969-04-28",2009-12-12,"M","58 Loom Crescent","ANEZ City","United States","AN 9953","0 4676","a.white@www.bhlyktps.net","www.bhlyktps.net",727862,7862,935348,688099,286618,0.000000,1.000000,16.000000,23.800000,1.085280,2.722720,"F","Repaid"
"REF00000467","Stephanie","Denise","Ramirez","","1994-10-06",,"F","61 Antelope Lane","PZYVille","United States","PZ 7859","0 1614","s.ramirez@www.tfpqdbvr.com","www.tfpqdbvr.com",687172,7172,474673,400149,886852,9.000000,0.000000,221.000000,17.600000,15.791776,23.104224,"F","Default"
"REF00000468","Paula","Jessica","Coleman","","1938-12-19",,"F","8 Apple Avenue","YAZC City","United States","YA 2470","0 6146","p.coleman@www.rbyhkykl.org","www.rbyhkykl.org",764551,4551,997948,377988,374337,4.000000,7.000000,34.000000,4.400000,0.237864,1.258136,"F","Repaid"
"REF00000469","Gerald","Samuel","Young","","1929-04-03",1977-08-15,"M","6 Ridge Way","ABWQ City","United States","AB 1505","0 5431","","",140512,512,469003,685492,257959,6.000000,7.000000,65.000000,18.400000,1.985360,9.974640,"F","Repaid"
"REF00000470","Adam","Ernest","Adams","","1958-03-06",2005-03-03,"M","76 East Close","UWNZ Falls","United States","UW 1868","0 4844","adam_adams@www.plqqxxvqp.net","www.plqqxxvqp.net",656233,6233,689597,762017,427197,11.000000,2.000000,20.000000,4.500000,0.290700,0.609300,"F","Default"
"REF00000471","Robert","Brian","Bryant","","1992-03-21",,"M","1 Yockley Lane","YAZC City","United States","YA 2206","0 9067","robert_bryant@www.upyhkvti.org","www.upyhkvti.org",707444,7444,434125,504430,582014,16.000000,7.000000,20.000000,19.800000,1.005840,2.954160,"F","Default"
"REF00000472","Gregory","Harold","Bennett","","1944-01-14",1989-10-05,"M","35 Abbey Close","UWNZ Falls","United States","UW 9228","0 6554","","",414479,4479,264892,444998,856797,10.000000,0.000000,29.000000,6.600000,0.589512,1.324488,"F","Default"
"REF00000473","Andrew","Howard","Murphy","","1967-12-27",,"M","9 Apple Close","ABWQ City","United States","AB 5306","0 7603","andrew_murphy@www.heyhkfww.org","www.heyhkfww.org",391192,1192,920388,654393,153396,5.000000,3.000000,31.000000,9.700000,0.357833,2.649167,"F","Repaid"
"REF00000474","Gregory","Ronald","Anderson","","1995-06-03",,"M","44 Zebra Way","ABWQ City","United States","AB 3913","0 8243","g.anderson@www.ewuxqtsb.net","www.ewuxqtsb.net",555253,5253,226219,458789,374502,12.000000,8.000000,18.000000,4.400000,0.270072,0.521928,"F","Repaid"
"REF00000475","Bruce","Stephen","Hill","","1942-03-25",1987-04-27,"M","60 Abbey Drive","QXYTown","United States","QX 7249","0 7751","","",651059,1059,361883,774802,287265,0.000000,11.000000,59.000000,2.400000,0.407808,1.008192,"F","Repaid"
"REF00000476","Bobby","Anthony","Torres","","1989-01-17",,"M","54 Cork Court","HWAZ Rapids","United States","HW 6359","0 9466","b.torres@www.chuxqwlv.org","www.chuxqwlv.org",933075,3075,804825,872434,195860,2.000000,12.000000,76.000000,7.700000,0.994840,4.857160,"F","Repaid"
"REF00000477","Kelly","Carol","Martin","","1939-05-03",1986-03-24,"F","33 Humber Close","YAZC City","United States","YA 1430","0 8309","","",320075,75,522939,818078,758152,12.000000,13.000000,18.000000,16.300000,0.352080,2.581920,"F","Default"
"REF00000478","Raymond","Howard","Kelly","Jr","1925-08-17",1971-03-08,"M","54 Ridge Way","HWAZ Rapids","United States","HW 5104","0 6300","","",834830,4830,991209,424359,549749,12.000000,10.000000,22.000000,10.900000,0.402864,1.995136,"F","Repaid"
"REF00000479","Gregory","Craig","Edwards","","1930-06-03",1976-09-03,"M","21 Greeney Court","ANEZ City","United States","AN 9552","0 9815","","",577559,7559,706483,728116,447379,11.000000,13.000000,166.000000,11.500000,0.820870,18.269130,"F","Repaid"
"REF00000480","Benjamin","Jeremy","Evans","","1949-02-23",1998-03-28,"M","65 Panner Road","QXYTown","United States","QX 2629","0 2368","","",489968,9968,178383,835610,446991,2.000000,4.000000,58.000000,16.500000,4.584030,4.985970,"F","Repaid"
"REF00000481","Jeffrey","Jonathan","Nelson","","1935-08-13",1982-07-13,"M","98 Humber Way","HWAZ Rapids","United States","HW 9866","0 7609","","",771594,1594,677903,273527,861275,1.000000,1.000000,33.000000,5.200000,0.545688,1.170312,"F","Repaid"
"REF00000482","George","Shawn","Long","Jr","1929-12-08",,"M","56 Chad Drive","KSAATown","United States","KS 6632","0 3547","g.long@www.pqoazpykr.net","www.pqoazpykr.net",755287,5287,381311,946953,482280,9.000000,3.000000,26.000000,9.700000,0.887744,1.634256,"F","Default"
"REF00000483","Paul","Kenneth","Stewart","","1989-10-13",,"M","38 Cork Lane","LLKJVille","United States","LL 3659","0 2752","paul_stewart@www.dnqyzsxs.net","www.dnqyzsxs.net",781240,1240,597079,377495,263155,29.000000,20.000000,33.000000,7.300000,0.778107,1.630893,"F","Repaid"
"REF00000484","Howard","Douglas","Green","","1990-11-22",,"M","55 Lombard Road","YAZC City","United States","YA 5800","0 4728","h.green@www.ynuxqhhw.net","www.ynuxqhhw.net",118964,8964,936025,805637,539526,11.000000,8.000000,26.000000,4.500000,0.070200,1.099800,"F","Repaid"
"REF00000485","Debra","Kelly","Williams","","1948-05-19",1989-03-02,"F","9 Aadrvark Close","KSAATown","United States","KS 3535","0 1609","","",251426,1426,889453,359073,627434,2.000000,1.000000,94.000000,10.500000,3.612420,6.257580,"F","Default"
"REF00000486","Henry","Randy","Martinez","","1935-06-14",,"M","51 Astra Avenue","YAZC City","United States","YA 5926","0 7572","henry_martinez@www.edsiazem.org","www.edsiazem.org",828756,8756,160095,124234,430564,4.000000,3.000000,25.000000,5.800000,0.569850,0.880150,"F","Repaid"
"REF00000487","Kimberly","Sarah","Bennett","","1993-06-06",,"F","67 North Avenue","UWNZ Falls","United States","UW 9100","0 4887","k.bennett@www.zyqyzeyt.com","www.zyqyzeyt.com",433102,3102,491923,884043,913804,6.000000,9.000000,23.000000,5.700000,0.319884,0.991116,"F","Default"
"REF00000488","Helen","Tina","Clark","","1930-10-27",1976-04-26,"F","69 Banburgh Road","ABWQ City","United States","AB 8225","0 3519","","",381793,1793,136250,574618,299952,9.000000,10.000000,57.000000,20.900000,6.111369,5.801631,"F","Default"
"REF00000489","Charles","Eugene","Gonzales","","1969-11-01",,"M","97 East Pine Way","PZYVille","United States","PZ 7265","0 5560","charles_gonzales@www.oxkzzsmn.org","www.oxkzzsmn.org",999543,9543,438070,510248,765647,1.000000,4.000000,22.000000,15.000000,1.970100,1.329900,"F","Default"
"REF00000490","Anna","Diana","Parker","","1927-09-19",1968-06-13,"F","3 Alpha Way","PZYVille","United States","PZ 3733","0 4758","","",392887,2887,303492,740921,206072,27.000000,21.000000,60.000000,1.100000,0.467940,0.192060,"F","Repaid"
"REF00000491","Eugene","Lawrence","Young","","1945-05-06",1993-06-10,"M","92 Viking Court","LLKJVille","United States","LL 1515","0 7881","","",233323,3323,636434,432030,467320,16.000000,31.000000,42.000000,3.600000,0.228312,1.283688,"F","Repaid"
"REF00000492","Bonnie","Ruth","Brooks","","1975-09-12",,"F","47 Dane Avenue","PWMSA City","United States","PW 8115","0 3427","b.brooks@www.tryhkbpc.net","www.tryhkbpc.net",986852,6852,176654,931978,941443,16.000000,21.000000,91.000000,25.200000,2.316132,20.615868,"F","Default"
"REF00000493","Sara","Theresa","Jones","","1986-06-25",,"F","45 Kepler Close","UWNZ Falls","United States","UW 3049","0 6978","s.jones@www.ztopjgka.com","www.ztopjgka.com",937787,7787,518363,591565,949690,1.000000,5.000000,28.000000,33.300000,2.284380,7.039620,"F","Default"
"REF00000494","Roy","Juan","Adams","","1979-03-26",,"M","53 Apple Way","QXYTown","United States","QX 2715","0 3697","r.adams@www.jnkzzgnn.com","www.jnkzzgnn.com",269585,9585,448755,315130,611039,18.000000,14.000000,63.000000,16.000000,5.715360,4.364640,"F","Default"
"REF00000495","Jean","Louise","Parker","","1926-12-09",1974-05-10,"F","77 Bramble Court","HWAZ Rapids","United States","HW 5568","0 6277","","",804831,4831,170341,570366,623942,4.000000,2.000000,16.000000,17.800000,1.011040,1.836960,"F","Default"
"REF00000496","Donna","Judy","Cook","","1936-02-14",1978-05-16,"F","77 Springburn Avenue","PWMSA City","United States","PW 9915","0 9353","","",121265,1265,963965,863639,390052,5.000000,5.000000,33.000000,7.100000,1.194930,1.148070,"F","Default"
"REF00000497","Barbara","Irene","Torres","","1929-02-05",1970-01-11,"F","5 Alpha Crescent","KSAATown","United States","KS 3446","0 2668","","",875086,5086,630194,484344,670779,6.000000,7.000000,98.000000,7.200000,2.935296,4.120704,"F","Repaid"
"REF00000498","Brandon","Robert","Lopez","","1961-02-19",2009-04-28,"M","12 Aadrvark Way","KSAATown","United States","KS 1124","0 8623","brandon_lopez@www.toyhkjal.com","www.toyhkjal.com",480014,14,497215,827399,285359,8.000000,3.000000,86.000000,13.000000,1.475760,9.704240,"F","Repaid"
"REF00000499","Douglas","Aaron","Russell","","1946-12-12",1992-07-16,"M","94 Oak Avenue","ABWQ City","United States","AB 2368","0 9785","","",799311,9311,105556,451858,263936,7.000000,2.000000,18.000000,18.900000,0.513702,2.888298,"F","Default"
"REF00000500","Billy","John","Butler","","1937-10-21",1985-06-13,"M","80 Hadden Avenue","ABWQ City","United States","AB 7870","0 5402","","",172182,2182,766028,434077,936984,16.000000,20.000000,36.000000,19.500000,4.513860,2.506140,"F","Default"
"REF00000501","Ruth","Carol","Griffin","","1978-04-03",,"F","33 Chad Drive","ANEZ City","United States","AN 1353","0 7425","ruth_griffin@www.dspqdgep.com","www.dspqdgep.com",516529,6529,577222,571208,955433,18.000000,4.000000,18.000000,7.700000,0.478170,0.907830,"F","Repaid"
"REF00000502","Ann","Diana","Rivera","","1957-09-21",1998-12-03,"F","82 Fir Avenue","YAZC City","United States","YA 9183","0 2731","","",488507,8507,689388,333331,394687,4.000000,16.000000,40.000000,17.200000,1.802560,5.077440,"F","Default"
"REF00000503","Kathy","Marie","Miller","","1927-06-12",1974-03-19,"F","70 Greeney Avenue","LLKJVille","United States","LL 1292","0 4786","","",700980,980,129269,692107,197181,5.000000,9.000000,190.000000,7.800000,3.156660,11.663340,"F","Repaid"
"REF00000504","Michelle","Donna","Garcia","","1954-05-13",1987-07-02,"F","49 West Drive","LLKJVille","United States","LL 5005","0 8317","","",541557,1557,908343,840410,134019,5.000000,3.000000,23.000000,14.700000,0.831726,2.549274,"F","Repaid"
"REF00000505","Jesse","Ralph","Green","","1932-07-03",,"M","32 Lombard Lane","LLKJVille","United States","LL 4558","0 5663","jesse_green@www.lfyhkyrd.net","www.lfyhkyrd.net",472676,2676,217639,591891,243510,15.000000,19.000000,18.000000,18.700000,0.885258,2.480742,"F","Default"
"REF00000506","Cheryl","Andrea","Parker","","1942-07-11",1987-12-20,"F","68 South Close","ABWQ City","United States","AB 6164","0 4300","","",715051,5051,313162,720267,377311,19.000000,22.000000,30.000000,19.900000,1.522350,4.447650,"F","Repaid"
"REF00000507","Anthony","Lawrence","Morgan","","1978-12-15",,"M","48 Fir Close","UWNZ Falls","United States","UW 5569","0 6936","anthony_morgan@www.pllykgzb.net","www.pllykgzb.net",439354,9354,655106,152730,236789,6.000000,4.000000,89.000000,4.700000,0.397385,3.785615,"F","Repaid"
"REF00000508","Louis","Donald","Peterson","","1996-07-21",,"M","38 Treehill Crescent","QXYTown","United States","QX 1880","0 5477","l.peterson@www.iyyhkdvd.com","www.iyyhkdvd.com",419472,9472,929697,658409,867248,1.000000,6.000000,20.000000,3.500000,0.105000,0.595000,"F","Repaid"
"REF00000509","Susan","Laura","Miller","","1978-03-26",,"F","73 Viking Avenue","KSAATown","United States","KS 7197","0 3803","s.miller@www.zboazpiku.net","www.zboazpiku.net",793462,3462,199228,112301,620184,1.000000,4.000000,16.000000,14.700000,0.573888,1.778112,"F","Repaid"
"REF00000510","Janet","Michelle","Patterson","","1952-07-24",1993-01-02,"F","30 North Way","PZYVille","United States","PZ 6776","0 3212","","",341685,1685,427123,851089,975820,8.000000,2.000000,79.000000,7.500000,0.782100,5.142900,"F","Repaid"
"REF00000511","Marie","Stephanie","Kelly","","1995-07-08",,"F","26 Dumble Court","KSAATown","United States","KS 4972","0 7677","marie_kelly@www.qeoazpxxf.net","www.qeoazpxxf.net",161215,1215,980341,359107,575725,10.000000,12.000000,24.000000,19.100000,2.172816,2.411184,"F","Repaid"
"REF00000512","Brenda","Christine","Brown","","1934-07-07",1976-08-12,"F","90 Zebra Way","PZYVille","United States","PZ 3904","0 1230","","",140420,420,167271,186272,886536,3.000000,1.000000,52.000000,9.200000,1.497392,3.286608,"F","Repaid"
"REF00000513","Ryan","Jeffrey","Edwards","","1989-10-16",,"M","30 North Avenue","ABWQ City","United States","AB 1711","0 3696","ryan_edwards@www.bloazpbqm.org","www.bloazpbqm.org",610039,39,922799,538221,304953,11.000000,17.000000,25.000000,4.200000,0.584850,0.465150,"F","Repaid"
"REF00000514","Anthony","Kevin","Garcia","","1976-03-20",,"M","22 Dane Close","KSAATown","United States","KS 9482","0 9268","anthony_garcia@www.qcqqxxurq.com","www.qcqqxxurq.com",328121,8121,280072,316146,141070,4.000000,2.000000,21.000000,8.300000,0.728574,1.014426,"F","Repaid"
"REF00000515","Kenneth","David","Taylor","","1972-04-21",,"M","66 Lombard Road","UWNZ Falls","United States","UW 2360","0 4555","kenneth_taylor@www.jcyhkdzl.net","www.jcyhkdzl.net",438058,8058,293363,275616,733003,12.000000,10.000000,48.000000,8.600000,1.201248,2.926752,"F","Default"
"REF00000516","David","John","Thomas","II","1979-09-09",,"M","31 Banburgh Road","YAZC City","United States","YA 5337","0 5038","david_thomas@www.iosiaasf.com","www.iosiaasf.com",997366,7366,455103,908096,628107,10.000000,9.000000,51.000000,15.000000,0.543150,7.106850,"F","Repaid"
"REF00000517","Debra","Dorothy","Hughes","","1967-12-02",2008-01-20,"F","64 Astra Avenue","PZYVille","United States","PZ 7939","0 4322","d.hughes@www.zzoazpeed.org","www.zzoazpeed.org",156047,6047,648633,989511,460875,0.000000,1.000000,73.000000,14.300000,3.726723,6.712277,"F","Repaid"
"REF00000518","Elizabeth","Marie","James","","1994-06-25",,"F","100 Cork Way","PWMSA City","United States","PW 9039","0 4228","e.james@www.ojyhkggm.com","www.ojyhkggm.com",675718,5718,236188,731126,357873,11.000000,4.000000,22.000000,4.200000,0.030492,0.893508,"F","Repaid"
"REF00000519","Carl","Christopher","Jenkins","","1989-04-15",,"M","41 Carthouse Court","HWAZ Rapids","United States","HW 7269","0 9109","c.jenkins@www.jhuxqgpf.net","www.jhuxqgpf.net",892340,2340,518121,753558,252197,7.000000,10.000000,32.000000,2.900000,0.072384,0.855616,"F","Repaid"
"REF00000520","Todd","Christopher","Butler","","1995-02-13",,"M","71 Ridge Road","PWMSA City","United States","PW 3713","0 5854","t.butler@Todd","www.qyqyzeod.com",510986,986,649996,692453,659445,8.000000,1.000000,46.000000,1.600000,0.241408,0.494592,"F","Repaid"
"REF00000521","Beverly","Theresa","Diaz","","1981-05-12",,"F","8 Oak Lane","YAZC City","United States","YA 6363","0 4297","beverly_diaz@www.rpsiavvk.org","www.rpsiavvk.org",623204,3204,495138,755066,545164,14.000000,26.000000,38.000000,15.100000,1.382858,4.355142,"F","Repaid"
"REF00000522","Margaret","Joan","Rogers","","1928-05-18",1977-10-18,"F","12 Banburgh Close","KSAATown","United States","KS 1202","0 2906","","",434957,4957,622470,372507,724766,2.000000,3.000000,25.000000,6.800000,0.705500,0.994500,"F","Repaid"
"REF00000523","Mary","Sarah","Hall","","1990-08-22",,"F","26 Springburn Crescent","HWAZ Rapids","United States","HW 4314","0 6190","m.hall@www.tjpqdhar.org","www.tjpqdhar.org",746631,6631,650140,532770,696922,11.000000,4.000000,19.000000,4.100000,0.286672,0.492328,"F","Repaid"
"REF00000524","Gerald","Edward","Evans","","1956-07-24",1985-03-02,"M","77 Panner Way","YAZC City","United States","YA 3725","0 6340","","",661571,1571,880202,142343,871203,21.000000,11.000000,66.000000,3.200000,1.467840,0.644160,"F","Repaid"
"REF00000525","Elizabeth","Jennifer","King","Jr","1990-04-02",,"F","30 Lombard Avenue","QXYTown","United States","QX 5894","0 2079","e.king@www.iauxqxvu.org","www.iauxqxvu.org",727919,7919,601174,858034,421546,7.000000,2.000000,18.000000,6.000000,0.528120,0.551880,"F","Repaid"
"REF00000526","Louise","Diane","Johnson","","1964-01-18",2011-01-20,"F","23 South Lane","KSAATown","United States","KS 3920","0 3350","louise_johnson@www.xuoazpzbr.net","www.xuoazpzbr.net",419482,9482,673206,423315,223972,9.000000,6.000000,33.000000,4.200000,0.145530,1.240470,"F","Repaid"
"REF00000527","Robert","Fred","Davis","II","1954-08-05",,"M","27 Aadrvark Close","YAZC City","United States","YA 4246","0 9719","robert_davis@www.caoazpody.net","www.caoazpody.net",715440,5440,749038,518155,522458,6.000000,2.000000,69.000000,6.400000,0.410688,4.005312,"F","Repaid"
"REF00000528","Benjamin","Brian","Parker","","1954-12-17",2000-08-17,"M","29 Chad Way","LLKJVille","United States","LL 5250","0 5790","","",246911,6911,570374,207556,743907,19.000000,1.000000,24.000000,10.600000,0.666528,1.877472,"F","Repaid"
"REF00000529","Ryan","John","Turner","","1938-05-26",1980-08-15,"M","1 Juniper Drive","PWMSA City","United States","PW 1534","0 8457","","",855131,5131,761588,435498,991932,19.000000,16.000000,249.000000,7.800000,4.272840,15.149160,"F","Repaid"
"REF00000530","Ernest","Robert","Hughes","","1958-05-22",,"M","30 South Lane","KSAATown","United States","KS 2521","0 1507","e.hughes@www.qsqyzvxr.com","www.qsqyzvxr.com",523348,3348,341143,380000,427314,4.000000,13.000000,19.000000,23.100000,1.887270,2.501730,"F","Default"
"REF00000531","Jimmy","Keith","Brooks","","1931-01-07",1972-05-24,"M","60 Dane Lane","LLKJVille","United States","LL 2698","0 5302","","",107537,7537,392129,829064,352574,6.000000,2.000000,31.000000,11.700000,1.701063,1.925937,"F","Default"
"REF00000532","Michael","Harold","Harris","","1978-07-27",,"M","2 North Avenue","HWAZ Rapids","United States","HW 9496","0 2829","michael_harris@www.lfpqdiki.net","www.lfpqdiki.net",418062,8062,557121,911558,121544,1.000000,9.000000,25.000000,13.800000,1.976850,1.473150,"F","Default"
"REF00000533","Kathleen","Lori","Stewart","","1989-03-14",,"F","78 Chad Avenue","PZYVille","United States","PZ 7343","0 5029","k.stewart@www.iskzzmqs.org","www.iskzzmqs.org",324740,4740,581525,731490,324755,19.000000,25.000000,20.000000,16.900000,0.378560,3.001440,"F","Default"
"REF00000534","Janice","Virginia","Hall","","1950-07-19",1990-04-13,"F","29 East Pine Avenue","ANEZ City","United States","AN 5676","0 8461","","",942271,2271,652193,957585,914913,1.000000,6.000000,30.000000,8.200000,0.154980,2.305020,"F","Repaid"
"REF00000535","Bobby","Jimmy","Ward","","1964-02-01",,"M","53 North Lane","PWMSA City","United States","PW 2222","0 6241","b.ward@www.xjlykpxk.net","www.xjlykpxk.net",550410,410,814753,557152,375579,2.000000,0.000000,30.000000,9.700000,1.472460,1.437540,"F","Repaid"
"REF00000536","Wayne","Paul","Jones","","1939-02-08",,"M","34 West Way","KSAATown","United States","KS 4294","0 3303","wayne_jones@www.pquxqato.org","www.pquxqato.org",359437,9437,311104,147597,712767,18.000000,23.000000,67.000000,13.200000,3.741012,5.102988,"F","Repaid"
"REF00000537","Louis","Shawn","Young","","1993-04-17",,"M","20 Yockley Way","KSAATown","United States","KS 9030","0 1732","louis_young@www.cjpqdyjd.org","www.cjpqdyjd.org",426084,6084,985530,784819,839699,2.000000,0.000000,27.000000,1.700000,0.295137,0.163863,"F","Repaid"
"REF00000538","Aaron","Lawrence","Jackson","","1976-07-08",,"M","61 Antelope Lane","KSAATown","United States","KS 5265","0 7993","a.jackson@www.tfqyzbuf.net","www.tfqyzbuf.net",861784,1784,830503,987315,178035,14.000000,3.000000,43.000000,15.000000,1.806000,4.644000,"F","Default"
"REF00000539","Carl","Shawn","Butler","","1958-12-04",,"M","88 Cork Court","QXYTown","United States","QX 8382","0 7441","c.butler@www.utsiazfj.org","www.utsiazfj.org",996310,6310,554943,419554,334495,16.000000,25.000000,66.000000,9.600000,1.641024,4.694976,"F","Repaid"
"REF00000540","Ronald","Earl","Martinez","","1952-10-23",1996-02-23,"M","76 East Pine Drive","PWMSA City","United States","PW 3763","0 1371","","",573166,3166,693548,323871,893766,22.000000,23.000000,14.000000,16.100000,0.838488,1.415512,"F","Default"
"REF00000541","Pamela","Ruth","Hughes","","1990-02-16",,"F","63 Hastings Close","QXYTown","United States","QX 8573","0 3659","p.hughes@www.eikzzxmu.com","www.eikzzxmu.com",362127,2127,794082,744027,588590,13.000000,5.000000,48.000000,7.600000,1.473792,2.174208,"F","Repaid"
"REF00000542","Doris","Emily","Barnes","","1955-06-25",1999-02-15,"F","33 Astra Avenue","HWAZ Rapids","United States","HW 5374","0 8644","","",893779,3779,279537,935246,408093,7.000000,5.000000,32.000000,4.700000,0.126336,1.377664,"F","Repaid"
"REF00000543","Jean","Carol","Kelly","","1978-02-03",,"F","28 Hastings Court","YAZC City","United States","YA 7529","0 9033","j.kelly@www.flqqxxavi.com","www.flqqxxavi.com",321311,1311,354357,739754,318609,15.000000,16.000000,68.000000,20.100000,2.856612,10.811388,"F","Repaid"
"REF00000544","Julie","Martha","King","","1975-10-14",,"F","46 Oak Close","UWNZ Falls","United States","UW 7227","0 6666","j.king@www.hbqyzazn.net","www.hbqyzazn.net",823177,3177,532478,884439,212983,14.000000,8.000000,16.000000,28.500000,0.893760,3.666240,"F","Default"
"REF00000545","Sandra","Janice","Murphy","","1937-02-03",,"F","66 Panner Avenue","QXYTown","United States","QX 8193","0 7172","s.murphy@www.jnyhkguh.org","www.jnyhkguh.org",312336,2336,580682,141470,241241,13.000000,25.000000,25.000000,5.700000,0.343425,1.081575,"F","Repaid"
"REF00000546","Gary","Jerry","Cook","I","1995-10-16",,"M","55 Loop Road","UWNZ Falls","United States","UW 5419","0 5361","g.cook@www.loyhkddw.org","www.loyhkddw.org",654351,4351,942891,885306,586866,5.000000,5.000000,37.000000,8.500000,0.676175,2.468825,"F","Repaid"
